================================================================================================================================================================
  NIDS CLASSIFICATION - Minute Report
================================================================================================================================================================
  Session Mode:      LIVE
  Model:             Default
  Session Started:   2026-02-25 21:09:44
  Session Duration:  100s
  Interface:         enp0s3
  Minute Window:     21:10:00 - 21:10:59
  File Generated:    2026-02-25 21:10:05
================================================================================================================================================================

Timestamp           | Src IP             | Src Port | Dst IP             | Dst Port | Protocol | Class 1        | Conf 1   | Class 2        | Conf 2   | Class 3        | Conf 3  
2026-02-25 21:10:13 | 192.168.56.106     | 42978    | 192.168.56.104     | 80       | 6        | Benign         | 91.3%    | DoS            | 8.7%     | Botnet         | 0.0%    
2026-02-25 21:10:13 | 192.168.56.106     | 42982    | 192.168.56.104     | 80       | 6        | Benign         | 90.7%    | DoS            | 9.3%     | Botnet         | 0.0%    
2026-02-25 21:10:13 | 192.168.56.106     | 42988    | 192.168.56.104     | 80       | 6        | Benign         | 90.7%    | DoS            | 9.3%     | Botnet         | 0.0%    
2026-02-25 21:10:13 | 192.168.56.106     | 42998    | 192.168.56.104     | 80       | 6        | Benign         | 90.7%    | DoS            | 9.3%     | Botnet         | 0.0%    
2026-02-25 21:10:13 | 192.168.56.106     | 43008    | 192.168.56.104     | 80       | 6        | Benign         | 88.7%    | DoS            | 10.0%    | Botnet         | 1.3%    
2026-02-25 21:10:13 | 192.168.56.106     | 43010    | 192.168.56.104     | 80       | 6        | Benign         | 91.3%    | DoS            | 8.0%     | Botnet         | 0.7%    
2026-02-25 21:10:13 | 192.168.56.106     | 43050    | 192.168.56.104     | 80       | 6        | Benign         | 89.3%    | DoS            | 9.3%     | Botnet         | 1.3%    
2026-02-25 21:10:13 | 192.168.56.106     | 43060    | 192.168.56.104     | 80       | 6        | Benign         | 92.0%    | DoS            | 7.3%     | Botnet         | 0.7%    
2026-02-25 21:10:13 | 192.168.56.106     | 43062    | 192.168.56.104     | 80       | 6        | Benign         | 91.3%    | DoS            | 8.0%     | Botnet         | 0.7%    
2026-02-25 21:10:13 | 192.168.56.106     | 43068    | 192.168.56.104     | 80       | 6        | Benign         | 90.0%    | DoS            | 8.7%     | Botnet         | 1.3%    
2026-02-25 21:10:13 | 192.168.56.106     | 43074    | 192.168.56.104     | 80       | 6        | Benign         | 90.0%    | DoS            | 8.7%     | Botnet         | 1.3%    
2026-02-25 21:10:13 | 192.168.56.106     | 43086    | 192.168.56.104     | 80       | 6        | Benign         | 89.3%    | DoS            | 9.3%     | Botnet         | 1.3%    
2026-02-25 21:10:13 | 192.168.56.106     | 43094    | 192.168.56.104     | 80       | 6        | Benign         | 90.0%    | DoS            | 8.7%     | Botnet         | 1.3%    
2026-02-25 21:10:13 | 192.168.56.106     | 43104    | 192.168.56.104     | 80       | 6        | Benign         | 89.3%    | DoS            | 9.3%     | Botnet         | 1.3%    
2026-02-25 21:10:13 | 192.168.56.106     | 43108    | 192.168.56.104     | 80       | 6        | Benign         | 89.3%    | DoS            | 9.3%     | Botnet         | 1.3%    
2026-02-25 21:10:13 | 192.168.56.106     | 43122    | 192.168.56.104     | 80       | 6        | Benign         | 89.3%    | DoS            | 9.3%     | Botnet         | 1.3%    
2026-02-25 21:10:13 | 192.168.56.106     | 43138    | 192.168.56.104     | 80       | 6        | Benign         | 90.7%    | DoS            | 8.0%     | Botnet         | 1.3%    
2026-02-25 21:10:13 | 192.168.56.106     | 43150    | 192.168.56.104     | 80       | 6        | Benign         | 89.3%    | DoS            | 9.3%     | Botnet         | 1.3%    
2026-02-25 21:10:13 | 192.168.56.106     | 43156    | 192.168.56.104     | 80       | 6        | Benign         | 89.3%    | DoS            | 9.3%     | Botnet         | 1.3%    
2026-02-25 21:10:13 | 192.168.56.106     | 43160    | 192.168.56.104     | 80       | 6        | Benign         | 89.3%    | DoS            | 9.3%     | Botnet         | 1.3%    
2026-02-25 21:10:13 | 192.168.56.106     | 43162    | 192.168.56.104     | 80       | 6        | Benign         | 92.0%    | DoS            | 7.3%     | Botnet         | 0.7%    
2026-02-25 21:10:13 | 192.168.56.106     | 43170    | 192.168.56.104     | 80       | 6        | Benign         | 90.0%    | DoS            | 8.7%     | Botnet         | 1.3%    
2026-02-25 21:10:13 | 192.168.56.106     | 43180    | 192.168.56.104     | 80       | 6        | Benign         | 90.0%    | DoS            | 8.7%     | Botnet         | 1.3%    
2026-02-25 21:10:13 | 192.168.56.106     | 43194    | 192.168.56.104     | 80       | 6        | Benign         | 90.0%    | DoS            | 8.7%     | Botnet         | 1.3%    
2026-02-25 21:10:13 | 192.168.56.106     | 43210    | 192.168.56.104     | 80       | 6        | Benign         | 89.3%    | DoS            | 9.3%     | Botnet         | 1.3%    
2026-02-25 21:10:13 | 192.168.56.106     | 43222    | 192.168.56.104     | 80       | 6        | Benign         | 89.3%    | DoS            | 9.3%     | Botnet         | 1.3%    
2026-02-25 21:10:13 | 192.168.56.106     | 43234    | 192.168.56.104     | 80       | 6        | Benign         | 89.3%    | DoS            | 9.3%     | Botnet         | 1.3%    
2026-02-25 21:10:13 | 192.168.56.106     | 43238    | 192.168.56.104     | 80       | 6        | Benign         | 92.0%    | DoS            | 7.3%     | Botnet         | 0.7%    
2026-02-25 21:10:13 | 192.168.56.106     | 50657    | 192.168.56.104     | 123      | 17       | Benign         | 98.5%    | DDoS           | 0.8%     | Botnet         | 0.7%    
2026-02-25 21:10:14 | 192.168.56.106     | 57711    | 192.168.56.104     | 123      | 17       | Benign         | 95.9%    | Brute Force    | 2.7%     | DDoS           | 0.8%    
2026-02-25 21:10:15 | 192.168.56.106     | 39955    | 192.168.56.104     | 5353     | 17       | Benign         | 98.7%    | Brute Force    | 0.7%     | Botnet         | 0.7%    
2026-02-25 21:10:15 | 192.168.56.106     | 59350    | 192.168.56.104     | 8888     | 6        | Benign         | 90.6%    | DoS            | 5.4%     | Brute Force    | 2.7%    
2026-02-25 21:10:15 | 192.168.56.106     | 56912    | 192.168.56.104     | 80       | 6        | Benign         | 72.1%    | DoS            | 22.1%    | Brute Force    | 4.7%    
2026-02-25 21:10:15 | 192.168.56.106     | 59748    | 192.168.56.104     | 1900     | 17       | Benign         | 98.5%    | DoS            | 0.8%     | Botnet         | 0.7%    
2026-02-25 21:10:15 | 192.168.56.104     | 68       | 192.168.56.100     | 67       | 17       | Benign         | 98.0%    | DoS            | 1.3%     | Botnet         | 0.7%    
2026-02-25 21:10:15 | 192.168.56.106     | 59618    | 192.168.56.104     | 53       | 17       | Benign         | 85.7%    | Brute Force    | 7.4%     | DDoS           | 5.5%    
2026-02-25 21:10:15 | 192.168.56.106     | 54434    | 192.168.56.104     | 80       | 6        | Benign         | 70.4%    | DoS            | 26.5%    | Botnet         | 1.8%    
2026-02-25 21:10:15 | 192.168.56.106     | 42542    | 192.168.56.104     | 8080     | 6        | Benign         | 89.9%    | DoS            | 5.4%     | Brute Force    | 2.7%    
2026-02-25 21:10:15 | 192.168.56.106     | 46228    | 192.168.56.104     | 53       | 17       | Benign         | 92.8%    | DoS            | 5.0%     | Brute Force    | 1.4%    
2026-02-25 21:10:16 | 192.168.56.104     | 80       | 192.168.56.106     | 53352    | 6        | Benign         | 98.0%    | Brute Force    | 1.3%     | Botnet         | 0.7%    
2026-02-25 21:10:16 | 192.168.56.106     | 43127    | 192.168.56.104     | 5353     | 17       | Benign         | 97.2%    | Brute Force    | 1.3%     | DoS            | 0.8%    
2026-02-25 21:10:16 | 192.168.56.106     | 55022    | 192.168.56.104     | 80       | 6        | Benign         | 71.4%    | DoS            | 19.9%    | Brute Force    | 6.7%    
2026-02-25 21:10:16 | 192.168.56.106     | 55030    | 192.168.56.104     | 80       | 6        | Benign         | 70.8%    | DoS            | 20.6%    | Brute Force    | 6.7%    
2026-02-25 21:10:16 | 192.168.56.106     | 55044    | 192.168.56.104     | 80       | 6        | Benign         | 71.7%    | DoS            | 20.3%    | Brute Force    | 6.7%    
2026-02-25 21:10:16 | 192.168.56.106     | 55056    | 192.168.56.104     | 80       | 6        | Benign         | 71.4%    | DoS            | 19.9%    | Brute Force    | 6.7%    
2026-02-25 21:10:16 | 192.168.56.106     | 55114    | 192.168.56.104     | 80       | 6        | Benign         | 71.4%    | DoS            | 19.9%    | Brute Force    | 6.7%    
2026-02-25 21:10:16 | 192.168.56.106     | 55118    | 192.168.56.104     | 80       | 6        | Benign         | 70.8%    | DoS            | 20.6%    | Brute Force    | 6.7%    
2026-02-25 21:10:16 | 192.168.56.106     | 55126    | 192.168.56.104     | 80       | 6        | Benign         | 70.1%    | DoS            | 20.6%    | Brute Force    | 7.3%    
2026-02-25 21:10:16 | 192.168.56.106     | 55130    | 192.168.56.104     | 80       | 6        | Benign         | 70.8%    | DoS            | 20.6%    | Brute Force    | 6.7%    
2026-02-25 21:10:16 | 192.168.56.106     | 55166    | 192.168.56.104     | 80       | 6        | Benign         | 70.8%    | DoS            | 20.6%    | Brute Force    | 6.7%    
2026-02-25 21:10:16 | 192.168.56.106     | 55178    | 192.168.56.104     | 80       | 6        | Benign         | 71.4%    | DoS            | 19.9%    | Brute Force    | 6.7%    
2026-02-25 21:10:16 | 192.168.56.106     | 55182    | 192.168.56.104     | 80       | 6        | Benign         | 70.8%    | DoS            | 20.6%    | Brute Force    | 6.7%    
2026-02-25 21:10:16 | 192.168.56.106     | 55192    | 192.168.56.104     | 80       | 6        | Benign         | 80.0%    | DoS            | 18.0%    | Botnet         | 1.3%    
2026-02-25 21:10:16 | 192.168.56.106     | 55206    | 192.168.56.104     | 80       | 6        | Benign         | 71.4%    | DoS            | 19.9%    | Brute Force    | 6.7%    
2026-02-25 21:10:16 | 192.168.56.106     | 55214    | 192.168.56.104     | 80       | 6        | Benign         | 70.1%    | DoS            | 20.6%    | Brute Force    | 7.3%    
2026-02-25 21:10:16 | 192.168.56.106     | 55220    | 192.168.56.104     | 80       | 6        | Benign         | 71.0%    | DoS            | 21.6%    | Brute Force    | 6.0%    
2026-02-25 21:10:16 | 192.168.56.106     | 55232    | 192.168.56.104     | 80       | 6        | Benign         | 72.4%    | DoS            | 21.6%    | Brute Force    | 4.7%    
2026-02-25 21:10:16 | 192.168.56.106     | 55298    | 192.168.56.104     | 80       | 6        | Benign         | 71.4%    | DoS            | 19.9%    | Brute Force    | 6.7%    
2026-02-25 21:10:16 | 192.168.56.106     | 55312    | 192.168.56.104     | 80       | 6        | Benign         | 74.4%    | DoS            | 19.6%    | Brute Force    | 4.7%    
2026-02-25 21:10:16 | 192.168.56.106     | 55326    | 192.168.56.104     | 80       | 6        | Benign         | 71.4%    | DoS            | 19.9%    | Brute Force    | 6.7%    
2026-02-25 21:10:16 | 192.168.56.106     | 55338    | 192.168.56.104     | 80       | 6        | Benign         | 70.4%    | DoS            | 21.6%    | Brute Force    | 6.0%    
2026-02-25 21:10:16 | 192.168.56.106     | 55346    | 192.168.56.104     | 80       | 6        | Benign         | 71.0%    | DoS            | 21.0%    | Brute Force    | 6.7%    
2026-02-25 21:10:16 | 192.168.56.106     | 55354    | 192.168.56.104     | 80       | 6        | Benign         | 71.0%    | DoS            | 21.0%    | Brute Force    | 6.7%    
2026-02-25 21:10:16 | 192.168.56.106     | 55358    | 192.168.56.104     | 80       | 6        | Benign         | 70.4%    | DoS            | 21.6%    | Brute Force    | 6.0%    
2026-02-25 21:10:16 | 192.168.56.106     | 55374    | 192.168.56.104     | 80       | 6        | Benign         | 71.7%    | DoS            | 21.6%    | Brute Force    | 5.3%    
2026-02-25 21:10:16 | 192.168.56.106     | 55384    | 192.168.56.104     | 80       | 6        | Benign         | 74.0%    | DoS            | 20.3%    | Brute Force    | 4.3%    
2026-02-25 21:10:16 | 192.168.56.106     | 55400    | 192.168.56.104     | 80       | 6        | Benign         | 71.0%    | DoS            | 21.0%    | Brute Force    | 6.7%    
2026-02-25 21:10:16 | 192.168.56.106     | 55414    | 192.168.56.104     | 80       | 6        | Benign         | 71.0%    | DoS            | 20.3%    | Brute Force    | 6.7%    
2026-02-25 21:10:16 | 192.168.56.106     | 55430    | 192.168.56.104     | 80       | 6        | Benign         | 71.0%    | DoS            | 21.0%    | Brute Force    | 6.7%    
2026-02-25 21:10:16 | 192.168.56.106     | 55442    | 192.168.56.104     | 80       | 6        | Benign         | 71.0%    | DoS            | 21.0%    | Brute Force    | 6.7%    
2026-02-25 21:10:16 | 192.168.56.106     | 55450    | 192.168.56.104     | 80       | 6        | Benign         | 71.4%    | DoS            | 19.9%    | Brute Force    | 6.7%    
2026-02-25 21:10:16 | 192.168.56.106     | 55458    | 192.168.56.104     | 80       | 6        | Benign         | 71.0%    | DoS            | 21.0%    | Brute Force    | 6.7%    
2026-02-25 21:10:16 | 192.168.56.106     | 55474    | 192.168.56.104     | 80       | 6        | Benign         | 73.2%    | DoS            | 22.3%    | Brute Force    | 2.5%    
2026-02-25 21:10:16 | 192.168.56.106     | 55478    | 192.168.56.104     | 80       | 6        | Benign         | 71.0%    | DoS            | 20.3%    | Brute Force    | 6.7%    
2026-02-25 21:10:16 | 192.168.56.106     | 55486    | 192.168.56.104     | 80       | 6        | Benign         | 79.0%    | DoS            | 18.3%    | Botnet         | 2.0%    
2026-02-25 21:10:16 | 192.168.56.106     | 55490    | 192.168.56.104     | 80       | 6        | Benign         | 79.0%    | DoS            | 18.3%    | Botnet         | 2.0%    
2026-02-25 21:10:16 | 192.168.56.106     | 55500    | 192.168.56.104     | 80       | 6        | Benign         | 71.4%    | DoS            | 19.9%    | Brute Force    | 6.7%    
2026-02-25 21:10:16 | 192.168.56.106     | 55510    | 192.168.56.104     | 80       | 6        | Benign         | 70.8%    | DoS            | 19.9%    | Brute Force    | 7.3%    
2026-02-25 21:10:16 | 192.168.56.106     | 55522    | 192.168.56.104     | 80       | 6        | Benign         | 71.4%    | DoS            | 19.9%    | Brute Force    | 6.7%    
2026-02-25 21:10:16 | 192.168.56.106     | 55534    | 192.168.56.104     | 80       | 6        | Benign         | 71.0%    | DoS            | 20.3%    | Brute Force    | 6.7%    
2026-02-25 21:10:16 | 192.168.56.106     | 55550    | 192.168.56.104     | 80       | 6        | Benign         | 70.4%    | DoS            | 22.3%    | Brute Force    | 5.3%    
2026-02-25 21:10:16 | 192.168.56.106     | 55558    | 192.168.56.104     | 80       | 6        | Benign         | 73.0%    | DoS            | 21.6%    | Brute Force    | 3.3%    
2026-02-25 21:10:16 | 192.168.56.106     | 55570    | 192.168.56.104     | 80       | 6        | Benign         | 74.0%    | DoS            | 21.6%    | Brute Force    | 3.0%    
2026-02-25 21:10:16 | 192.168.56.106     | 55580    | 192.168.56.104     | 80       | 6        | Benign         | 74.5%    | DoS            | 21.6%    | Brute Force    | 2.5%    
2026-02-25 21:10:16 | 192.168.56.106     | 55594    | 192.168.56.104     | 80       | 6        | Benign         | 71.0%    | DoS            | 21.0%    | Brute Force    | 6.7%    
