dst_port,protocol,src_port,flow_duration,prediction,confidence,top3
80,6,38688,2268400.192260742,Benign,0.9419047619047618,"[('Benign', np.float64(0.9419047619047618)), ('DoS', np.float64(0.04476190476190476)), ('DDoS', np.float64(0.013333333333333334))]"
80,6,38692,2268814.8021698,Benign,0.9733333333333334,"[('Benign', np.float64(0.9733333333333334)), ('DoS', np.float64(0.02666666666666667)), ('DDoS', np.float64(0.0))]"
80,6,38712,2268173.4561920166,Benign,0.9307936507936508,"[('Benign', np.float64(0.9307936507936508)), ('DoS', np.float64(0.06920634920634922)), ('DDoS', np.float64(0.0))]"
80,6,38730,2268294.5728302,Benign,0.9352380952380952,"[('Benign', np.float64(0.9352380952380952)), ('DoS', np.float64(0.0380952380952381)), ('DDoS', np.float64(0.02666666666666667))]"
80,6,38744,2268433.094024658,Benign,0.9485714285714285,"[('Benign', np.float64(0.9485714285714285)), ('DoS', np.float64(0.04476190476190476)), ('Botnet', np.float64(0.006666666666666667))]"
80,6,38768,2268556.833267212,Benign,0.9419047619047618,"[('Benign', np.float64(0.9419047619047618)), ('DoS', np.float64(0.04476190476190476)), ('DDoS', np.float64(0.006666666666666667))]"
80,6,38776,2268673.181533813,Benign,0.9307936507936508,"[('Benign', np.float64(0.9307936507936508)), ('DoS', np.float64(0.05587301587301587)), ('DDoS', np.float64(0.013333333333333334))]"
80,6,38784,2267354.249954224,Benign,0.9307936507936508,"[('Benign', np.float64(0.9307936507936508)), ('DoS', np.float64(0.06920634920634922)), ('DDoS', np.float64(0.0))]"
80,6,38792,2267425.775527954,Benign,0.9352380952380952,"[('Benign', np.float64(0.9352380952380952)), ('DoS', np.float64(0.04476190476190476)), ('DDoS', np.float64(0.02))]"
80,6,39638,41.00799560546875,Benign,0.6958253780550537,"[('Benign', np.float64(0.6958253780550537)), ('DoS', np.float64(0.29053981791721667)), ('Brute Force', np.float64(0.013456424656779339))]"
80,6,39650,60.79673767089844,Benign,0.6916121474834416,"[('Benign', np.float64(0.6916121474834416)), ('DoS', np.float64(0.2947530484888287)), ('Brute Force', np.float64(0.013456424656779339))]"
80,6,39656,102.51998901367188,Benign,0.7115637071878357,"[('Benign', np.float64(0.7115637071878357)), ('DoS', np.float64(0.27480148878443456)), ('Brute Force', np.float64(0.013456424656779339))]"
80,6,39666,23.365020751953125,Benign,0.6566645157001615,"[('Benign', np.float64(0.6566645157001615)), ('DoS', np.float64(0.3230340136054422)), ('Brute Force', np.float64(0.020123091323446005))]"
80,6,39692,219.3450927734375,Benign,0.7245343819689984,"[('Benign', np.float64(0.7245343819689984)), ('DoS', np.float64(0.22840704139345266)), ('Brute Force', np.float64(0.046880197266598464))]"
80,6,39696,34.57069396972656,Benign,0.709108960144606,"[('Benign', np.float64(0.709108960144606)), ('DoS', np.float64(0.27725623582766434)), ('Brute Force', np.float64(0.013456424656779339))]"
80,6,39702,63.419342041015625,Benign,0.6916121474834416,"[('Benign', np.float64(0.6916121474834416)), ('DoS', np.float64(0.2947530484888287)), ('Brute Force', np.float64(0.013456424656779339))]"
80,6,39746,254.1542053222656,Benign,0.7245343819689984,"[('Benign', np.float64(0.7245343819689984)), ('DoS', np.float64(0.22840704139345266)), ('Brute Force', np.float64(0.046880197266598464))]"
80,6,39754,26.226043701171875,Benign,0.6579978490334948,"[('Benign', np.float64(0.6579978490334948)), ('DoS', np.float64(0.32170068027210885)), ('Brute Force', np.float64(0.020123091323446005))]"
80,6,39764,47.44529724121094,Benign,0.6916121474834416,"[('Benign', np.float64(0.6916121474834416)), ('DoS', np.float64(0.2947530484888287)), ('Brute Force', np.float64(0.013456424656779339))]"
80,6,39778,85.59226989746094,Benign,0.6982798262958573,"[('Benign', np.float64(0.6982798262958573)), ('DoS', np.float64(0.2880853696764131)), ('Brute Force', np.float64(0.013456424656779339))]"
80,6,39784,105.6194305419922,Benign,0.7179991599816701,"[('Benign', np.float64(0.7179991599816701)), ('DoS', np.float64(0.2683660359906003)), ('Brute Force', np.float64(0.013456424656779339))]"
80,6,39800,148.53477478027344,Benign,0.7245343819689984,"[('Benign', np.float64(0.7245343819689984)), ('DoS', np.float64(0.22840704139345266)), ('Brute Force', np.float64(0.046880197266598464))]"
80,6,39812,171.661376953125,Benign,0.7245343819689984,"[('Benign', np.float64(0.7245343819689984)), ('DoS', np.float64(0.22840704139345266)), ('Brute Force', np.float64(0.046880197266598464))]"
80,6,39842,0.0,Benign,0.7613109129364234,"[('Benign', np.float64(0.7613109129364234)), ('DoS', np.float64(0.21418772762512428)), ('DDoS', np.float64(0.022165204255352976))]"
80,6,39856,0.0,Benign,0.7613109129364234,"[('Benign', np.float64(0.7613109129364234)), ('DoS', np.float64(0.21418772762512428)), ('DDoS', np.float64(0.022165204255352976))]"
80,6,39860,0.0,Benign,0.7613109129364234,"[('Benign', np.float64(0.7613109129364234)), ('DoS', np.float64(0.21418772762512428)), ('DDoS', np.float64(0.022165204255352976))]"
80,6,39870,0.0,Benign,0.7613109129364234,"[('Benign', np.float64(0.7613109129364234)), ('DoS', np.float64(0.21418772762512428)), ('DDoS', np.float64(0.022165204255352976))]"
80,6,39906,0.0,Benign,0.7613109129364234,"[('Benign', np.float64(0.7613109129364234)), ('DoS', np.float64(0.21418772762512428)), ('DDoS', np.float64(0.022165204255352976))]"
19132,17,44917,174.04556274414062,Benign,0.979979612640163,"[('Benign', np.float64(0.979979612640163)), ('Brute Force', np.float64(0.013353720693170234)), ('Botnet', np.float64(0.006666666666666667))]"
19132,17,34879,0.2384185791015625,Benign,0.9733333333333334,"[('Benign', np.float64(0.9733333333333334)), ('DoS', np.float64(0.02)), ('Botnet', np.float64(0.006666666666666667))]"
162,17,42690,0.2384185791015625,Benign,0.9836666666666667,"[('Benign', np.float64(0.9836666666666667)), ('DoS', np.float64(0.008333333333333333)), ('Botnet', np.float64(0.006666666666666667))]"
27015,17,49140,0.476837158203125,Benign,0.9866666666666667,"[('Benign', np.float64(0.9866666666666667)), ('DoS', np.float64(0.006666666666666667)), ('Botnet', np.float64(0.006666666666666667))]"
53,17,37009,0.2384185791015625,Benign,0.921184708129966,"[('Benign', np.float64(0.921184708129966)), ('DoS', np.float64(0.056666666666666664)), ('Botnet', np.float64(0.013333333333333334))]"
19132,17,55803,0.476837158203125,Benign,0.9675822616467856,"[('Benign', np.float64(0.9675822616467856)), ('Botnet', np.float64(0.025333333333333333)), ('DoS', np.float64(0.006666666666666667))]"
161,17,35844,161.88621520996094,Benign,0.9853333333333334,"[('Benign', np.float64(0.9853333333333334)), ('DDoS', np.float64(0.008)), ('Botnet', np.float64(0.006666666666666667))]"
5353,17,51848,0.2384185791015625,Benign,0.984979612640163,"[('Benign', np.float64(0.984979612640163)), ('DoS', np.float64(0.008333333333333333)), ('Botnet', np.float64(0.006666666666666667))]"
514,17,46194,0.2384185791015625,Benign,0.985,"[('Benign', np.float64(0.985)), ('DoS', np.float64(0.008333333333333333)), ('Botnet', np.float64(0.006666666666666667))]"
8080,6,50052,42.67692565917969,Benign,0.898977308405315,"[('Benign', np.float64(0.898977308405315)), ('DoS', np.float64(0.05382106782106781)), ('Brute Force', np.float64(0.027201623773617078))]"
19132,17,42804,0.2384185791015625,Benign,0.9788888888888888,"[('Benign', np.float64(0.9788888888888888)), ('DoS', np.float64(0.007777777777777778)), ('Brute Force', np.float64(0.006666666666666667))]"
1900,17,60381,1938.8198852539065,Benign,0.9866666666666667,"[('Benign', np.float64(0.9866666666666667)), ('Botnet', np.float64(0.006666666666666667)), ('DDoS', np.float64(0.006666666666666667))]"
19132,17,39216,0.476837158203125,Benign,0.9866462793068297,"[('Benign', np.float64(0.9866462793068297)), ('DoS', np.float64(0.006666666666666667)), ('Botnet', np.float64(0.006666666666666667))]"
19132,17,41575,1507.9975128173828,Benign,0.9866666666666667,"[('Benign', np.float64(0.9866666666666667)), ('Botnet', np.float64(0.006666666666666667)), ('DDoS', np.float64(0.006666666666666667))]"
162,17,50058,0.7152557373046875,Benign,0.9770000000000001,"[('Benign', np.float64(0.9770000000000001)), ('DoS', np.float64(0.015)), ('Botnet', np.float64(0.006666666666666667))]"
162,17,36578,0.2384185791015625,Benign,0.9770000000000001,"[('Benign', np.float64(0.9770000000000001)), ('DoS', np.float64(0.015)), ('Botnet', np.float64(0.006666666666666667))]"
8888,6,45354,56.74362182617188,Benign,0.9052803387083452,"[('Benign', np.float64(0.9052803387083452)), ('DoS', np.float64(0.054184704184704176)), ('Brute Force', np.float64(0.027201623773617078))]"
5353,17,47140,336.4086151123047,Benign,0.9733129459734964,"[('Benign', np.float64(0.9733129459734964)), ('Brute Force', np.float64(0.0200203873598369)), ('Botnet', np.float64(0.006666666666666667))]"
27015,17,45011,914.0968322753906,Benign,0.9933333333333333,"[('Benign', np.float64(0.9933333333333333)), ('DDoS', np.float64(0.006666666666666667)), ('DoS', np.float64(0.0))]"
53,17,45023,0.2384185791015625,Benign,0.9134285714285716,"[('Benign', np.float64(0.9134285714285716)), ('DoS', np.float64(0.07857142857142857)), ('DDoS', np.float64(0.008))]"
53,17,50248,289.67857360839844,Benign,0.9493623365886604,"[('Benign', np.float64(0.9493623365886604)), ('DDoS', np.float64(0.02831496062992126)), ('DoS', np.float64(0.015238095238095238))]"
162,17,46324,0.7152557373046875,Benign,0.9836666666666667,"[('Benign', np.float64(0.9836666666666667)), ('DoS', np.float64(0.008333333333333333)), ('Botnet', np.float64(0.006666666666666667))]"
27015,17,43483,0.476837158203125,Benign,0.9866666666666667,"[('Benign', np.float64(0.9866666666666667)), ('DoS', np.float64(0.006666666666666667)), ('Botnet', np.float64(0.006666666666666667))]"
514,17,53556,0.476837158203125,Benign,0.985,"[('Benign', np.float64(0.985)), ('DoS', np.float64(0.008333333333333333)), ('Botnet', np.float64(0.006666666666666667))]"
8888,6,45362,46.96846008300781,Benign,0.9056439750719816,"[('Benign', np.float64(0.9056439750719816)), ('DoS', np.float64(0.05382106782106781)), ('Brute Force', np.float64(0.027201623773617078))]"
27015,17,45044,0.2384185791015625,Benign,0.972915594980119,"[('Benign', np.float64(0.972915594980119)), ('Botnet', np.float64(0.02)), ('DoS', np.float64(0.006666666666666667))]"
1900,17,36409,617.2657012939453,Benign,0.979979612640163,"[('Benign', np.float64(0.979979612640163)), ('Brute Force', np.float64(0.0200203873598369)), ('DoS', np.float64(0.0))]"
80,6,38086,12085041.761398315,Benign,0.8586666666666667,"[('Benign', np.float64(0.8586666666666667)), ('DoS', np.float64(0.14133333333333334)), ('DDoS', np.float64(0.0))]"
80,6,38118,12085071.802139282,Benign,0.8586666666666667,"[('Benign', np.float64(0.8586666666666667)), ('DoS', np.float64(0.14133333333333334)), ('DDoS', np.float64(0.0))]"
80,6,38122,12085091.11404419,Benign,0.8586666666666667,"[('Benign', np.float64(0.8586666666666667)), ('DoS', np.float64(0.14133333333333334)), ('DDoS', np.float64(0.0))]"
80,6,38140,12084757.089614868,Benign,0.8586666666666667,"[('Benign', np.float64(0.8586666666666667)), ('DoS', np.float64(0.14133333333333334)), ('DDoS', np.float64(0.0))]"
80,6,38156,12084775.44784546,Benign,0.8586666666666667,"[('Benign', np.float64(0.8586666666666667)), ('DoS', np.float64(0.14133333333333334)), ('DDoS', np.float64(0.0))]"
80,6,38178,12084795.951843262,Benign,0.8586666666666667,"[('Benign', np.float64(0.8586666666666667)), ('DoS', np.float64(0.14133333333333334)), ('DDoS', np.float64(0.0))]"
80,6,38184,12084848.165512083,Benign,0.8586666666666667,"[('Benign', np.float64(0.8586666666666667)), ('DoS', np.float64(0.14133333333333334)), ('DDoS', np.float64(0.0))]"
80,6,38228,12084872.722625732,Benign,0.8586666666666667,"[('Benign', np.float64(0.8586666666666667)), ('DoS', np.float64(0.14133333333333334)), ('DDoS', np.float64(0.0))]"
80,6,38254,12084912.061691284,Benign,0.8586666666666667,"[('Benign', np.float64(0.8586666666666667)), ('DoS', np.float64(0.14133333333333334)), ('DDoS', np.float64(0.0))]"
80,6,38286,12084931.61201477,Benign,0.8586666666666667,"[('Benign', np.float64(0.8586666666666667)), ('DoS', np.float64(0.14133333333333334)), ('DDoS', np.float64(0.0))]"
80,6,38318,12085105.895996094,Benign,0.8586666666666667,"[('Benign', np.float64(0.8586666666666667)), ('DoS', np.float64(0.14133333333333334)), ('DDoS', np.float64(0.0))]"
80,6,38342,12084845.542907717,Benign,0.8586666666666667,"[('Benign', np.float64(0.8586666666666667)), ('DoS', np.float64(0.14133333333333334)), ('DDoS', np.float64(0.0))]"
80,6,38360,12084863.901138306,Benign,0.8586666666666667,"[('Benign', np.float64(0.8586666666666667)), ('DoS', np.float64(0.14133333333333334)), ('DDoS', np.float64(0.0))]"
80,6,38386,12084882.736206057,Benign,0.8586666666666667,"[('Benign', np.float64(0.8586666666666667)), ('DoS', np.float64(0.14133333333333334)), ('DDoS', np.float64(0.0))]"
80,6,38416,12084901.094436646,Benign,0.8586666666666667,"[('Benign', np.float64(0.8586666666666667)), ('DoS', np.float64(0.14133333333333334)), ('DDoS', np.float64(0.0))]"
80,6,38434,12084919.214248655,Benign,0.8586666666666667,"[('Benign', np.float64(0.8586666666666667)), ('DoS', np.float64(0.14133333333333334)), ('DDoS', np.float64(0.0))]"
80,6,38478,12084938.049316406,Benign,0.8586666666666667,"[('Benign', np.float64(0.8586666666666667)), ('DoS', np.float64(0.14133333333333334)), ('DDoS', np.float64(0.0))]"
